Numer epoki,Czas[ms],Temp,Dystans,Sciezka
7,97,0.422599,737.706,<0 15 46 57 36 4 9 51 49 50 64 63 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 13 29 19 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 12 28 30 68 37 22 35 >
7,100,0.422599,736.527,<0 15 46 57 36 4 9 51 49 50 64 63 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 19 29 13 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 12 28 30 68 37 22 35 >
7,100,0.422599,729.086,<0 15 46 57 36 4 9 51 49 50 64 63 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 12 28 30 68 37 22 35 >
7,101,0.422599,727.843,<0 15 46 36 57 4 9 51 49 50 64 63 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 12 28 30 68 37 22 35 >
7,103,0.422599,725.965,<0 15 46 36 57 4 9 51 49 50 64 63 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
7,103,0.422599,725.945,<0 15 46 36 57 4 9 51 49 50 63 64 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 7 48 54 25 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
7,104,0.422599,725.634,<0 15 46 36 57 4 9 51 49 50 63 64 55 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 25 54 48 7 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
7,107,0.422599,720.873,<0 15 46 36 57 4 9 51 49 50 55 64 63 10 47 66 53 61 32 59 11 20 33 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 25 54 48 7 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
8,112,0.132177,720.215,<0 15 46 36 57 4 9 51 49 50 55 64 63 10 47 66 53 61 32 59 11 33 20 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 25 54 48 7 2 31 3 17 41 40 5 52 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
8,116,0.132177,719.692,<0 15 46 36 57 4 9 51 49 50 55 64 63 10 47 66 53 61 32 59 11 33 20 16 42 8 39 60 38 24 44 45 26 67 43 29 19 13 27 25 54 48 7 2 31 52 5 40 41 17 3 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
8,117,0.132177,713.127,<0 35 22 37 68 30 12 28 69 34 58 21 65 62 56 14 23 18 6 1 3 17 52 5 40 41 31 2 7 48 54 25 27 13 19 29 43 67 26 45 44 24 38 60 39 8 42 16 20 33 11 59 32 61 53 66 47 10 63 64 55 50 49 51 9 4 57 36 46 15 >
10,134,0.0117785,710.011,<0 35 22 37 68 30 12 28 69 34 58 21 65 62 56 14 23 18 6 1 3 17 52 5 40 41 31 2 7 25 54 48 27 13 19 29 43 67 26 45 24 44 38 60 39 8 42 16 20 33 11 59 32 61 53 66 47 10 63 64 55 50 49 51 9 4 57 36 46 15 >
10,139,0.0117785,709.335,<0 35 22 37 68 30 12 28 69 34 58 21 65 62 56 14 23 18 6 1 3 17 52 5 40 41 31 2 7 25 54 48 27 13 19 29 43 67 26 45 24 44 38 60 39 8 42 16 20 33 11 59 32 61 53 47 66 10 63 64 55 50 49 51 9 4 57 36 46 15 >
10,141,0.0117785,709.335,<0 15 46 36 57 4 9 51 49 50 55 64 63 10 66 47 53 61 32 59 11 33 20 16 42 8 39 60 38 44 24 45 26 67 43 29 19 13 27 48 54 25 7 2 31 41 40 5 52 17 3 1 6 18 23 14 56 62 65 21 58 34 69 28 12 30 68 37 22 35 >
